"SPECCD_ID","SCIENTIFIC","COMMON","MARFIS_CODE"
3159,"OPHELIA SP.","OPHELIA SP.",NA
3160,"TEREBELLIDAE F.","TEREBELLIDAE F.",NA
3161,"ARENICOLA MARINA","LUGWORM",NA
3162,"ARICIDEA SP.","ARICIDEA SP.",NA
3163,"LEIOCHONE SP.","LEIOCHONE SP.",NA
3164,"SPIONIDA F.","SPIONIDA F.",NA
3165,"STERNASPIS SCUTATA","STERNASPIS SCUTATA",NA
3166,"NOTHRIA CONCHYLEGA","NOTHRIA CONCHYLEGA",NA
3167,"SCOLOPLOS SP.","ORBINIID WORMS",NA
3168,"CHONE DUNERI","CHONE DUNERI",NA
3169,"PARAONIS LYRA","PARAONIS LYRA",NA
3170,"FLABELLIGERIDA F.","FLABELLIGERIDA F.",NA
3171,"PHERUSA PHERUSA","FLABELLIGERID WORM",NA
3172,"BRADA SP.","FLABELLIGERID WORMS",NA
3173,"PHERUSA SP.","FLABELLIGERID WORMS",NA
3174,"DIPLOCIRRUS HIRSUTUS","FLABELLIGERID WORM",NA
3175,"OLIGOCHAETA C.","AQUATIC EARTHWORMS",NA
3176,"AMPHARETE SP.","AMPHARETE SP.",NA
3177,"AMPHARETE FINMARCHICA","AMPHARETE FINMARCHICA",NA
3178,"PHERUSA AFFINIS","FLABELLIGERID WORM",NA
3179,"TRAVISIA CARNEA","TRAVISIA CARNEA",NA
3180,"THRACIIDAE F.","THRACIIDAE F.",NA
3181,"AGLAOPHAMUS CIRCINATA","AGLAOPHAMUS CIRCINATA",NA
3182,"NEPHTYS BUCERA","NEPHTYS BUCERA",NA
3183,"NEPHTYS INCISA","NEPHTYS INCISA",NA
3184,"NEPHTYS CAECA","NEPHTYS CAECA",NA
3185,"LEPTONIDAE F.","LEPTONIDAE F.",NA
3186,"BRADA VILLOSA","FLABELLIGERID WORMS",NA
3187,"EXOGONE SP.","EXOGONE SP.",NA
3188,"ARABELLA SP.","OPAL WORM",NA
3189,"TEREBELLIDA","TEREBELLIDA",NA
3190,"LUCINIDAE F.","LUCINIDAE F.",NA
3191,"THELEPUS CINCINNATUS","THELEPUS CINCINNATUS",NA
3192,"AMPHITRITE AFFINIS","TEREBELLID WORM",NA
3193,"AMPHITRITE CIRRATA","TEREBELLID WORM",NA
3194,"OWENIIDAE F.","OWENIIDAE F.",NA
3195,"HESIONIDAE F.","HESIONIDAE F.",NA
3196,"OWENIA FUSIFORMIS","OWENIA FUSIFORMIS",NA
3197,"STREBLOSOMA SPIRALIS","STREBLOSOMA SPIRALIS",NA
3199,"POLYCHAETE REMAINS","WORM CAST",NA
3200,"APHRODITA HASTATA","SEA MOUSE",NA
3205,"ZOANTHARIA","ZOANTHARIA",NA
3210,"APHRODITIDAE F.","APHRODITIDAE F.",NA
3211,"APHRODITA ACULEATA (OBSOLETE)","APHRODITA ACULEATA",NA
3212,"APHRODITA SP.","APHRODITA SP.",NA
3221,"CHONE SP.","CHONE SP.",NA
3222,"EUCHONE SP.","EUCHONE SP.",NA
3230,"GLYCERIDAE F.","GLYCERIDAE F.",NA
3240,"CARIDEA SO.","CARIDEA SO.",NA
3270,"ORBINIIDAE F.","ORBINIIDAE F.",NA
3280,"CIRRATULIDAE F.","CIRRATULIDAE F.",NA
3300,"GEPHYREA (SIPUNCULA) P.","GEPHYREA (SIPUNCULA)",NA
3311,"ECHIURUS ECHIURUS","ECHIURUS ECHIURUS",NA
3312,"THEMISTE SP.","THEMISTE SP.",NA
3313,"PHASCOLOSOMA GOULDII","GOULD'S SIPUNCULID",NA
3314,"PHASCOLION STROMBI","PHASCOLION STROMBI",NA
3320,"PHASCOLOSOMA SP.","PHASCOLOSOMA SP.",NA
3330,"ECHIURIDA P.","ECHIURIDA P.",NA
3340,"ECHIURIDAE F.","ECHIURIDAE F.",NA
3400,"ACANTHOCEPHALA P.","ACANTHOCEPHALA P.",NA
3450,"PRIAPULIDA C.","PRIAPULIDA C.",NA
3451,"PRIAPULUS CAUDATUS","PRIAPULUS",NA
3460,"ONUPHIDAE F.","ONUPHIDAE F.",NA
3500,"POLYNOIDAE F.","POLYNOIDAE F.",NA
3501,"LEPIDONOTUS SQUAMATUS","LEPIDONOTUS SQUAMATUS",NA
3502,"GATTYANA SP.","GATTYANA SP.",NA
3503,"HARMOTHOE SP.","HARMOTHOE SP.",NA
3504,"HARMOTHOE IMBRICATA","HARMOTHOE IMBRICATA",NA
3505,"HARMOTHOE EXTENUATA","HARMOTHOE EXTENUATA",NA
3550,"GLYCERA SP.","BLOOD WORMS",NA
3551,"GLYCERA CAPITATA","BLOOD WORM",NA
3600,"HETEROPODA","SEA SNAILS,SEA BUTTERFLIES, PTEROPODA",NA
3601,"HETEROPODA","PELAGIC SEA SNAIL",NA
3700,"SIPUNCULUS SP.","SIPUNCULUS SP.",NA
3701,"GOLFINGIA SP.","GOLFINGIA SP.",NA
3999,"SAND TUBE","SAND TUBE",NA
4000,"MOLLUSCA P.","MOLLUSCA P.",NA
4005,"MOLLUSCA LARVAE","MOLLUSCA LARVAE",NA
4110,"SCAPHOPODA C.","TUSK OR TOOTHSHELLS",NA
4200,"GASTROPODA O.","SNAILS AND SLUGS",NA
4201,"AMPHISSA HALIAEETI","AMPHISSA HALIAEETI",NA
4202,"PUNCTURELLA NOACHINA","KEYHOLE LIMPET",NA
4209,"BUCCINIDAE F.","BUCCINIDAE F.",NA
4210,"BUCCINUM SP.","WHELKS",615
4211,"BUCCINUM UNDATUM","WAVE WHELK,COMMON EDIBLE",NA
4212,"BUCCINUM SCALARIFORME","SILKY BUCCINUM",NA
4216,"PROPEBELA CANCELLATA","CANCELLATE LORA",NA
4220,"NATICIDAE F.","MOONSNAIL UNSP",NA
4221,"EUSPIRA HEROS","NORTHERN MOONSNAIL",NA
4222,"NATICA CLAUSA","LITTLE MOONSHELL",NA
4223,"MARGARITES CINERA (OBSOLETE)","MARGARITES CINERA",NA
4224,"MARGARITES COSTALIS","MARGARITES COSTALIS",NA
4225,"MARGARITES GROENLANDICA","MARGARITES GROENLANDICA",NA
4227,"NEPTUNEA DECEMCOSTATA","NEW ENGLAND NEPTUNE",NA
4228,"COLUS SP.","SPINDLE SHELL",NA
4229,"TURRITELLOPSIS SP.","TURRITELLOPSIS SP.",NA
4230,"APORRHAIS SP.","DUCK OR PELICAN FOOT",NA
4231,"NUCELLA LAPILLUS","NUCELLA LAPILLUS",NA
4232,"ILYANASSA OBSOLETA","MUD SNAIL",NA
4233,"NASSA BIVITTATA","DOG WHELK",NA
4235,"NASSARIIDAE OR THAISIDAE F.","DOG WHELKS",NA
4240,"EPITONIUM SP.","EPITONIUM",NA
4250,"LITTORINIDAE F.","PERIWINKLES",614
4251,"SKENEOPSIS SP.","SKENES",NA
4252,"VELUTINA LAEVIGATA","VELVET SHELL",NA
4253,"FISSURELLIDAE F.","KEYHOLE LIMPID",NA
4254,"MARGARITES HELICINA","MARGARITES HELICINA",NA
4255,"TROCHIDAE F.","TOP SHELLS",NA
4256,"PHILINE SINUATA","PHILINE SINUATA",NA
4257,"CYLICHNA ALBA","CYLICHNA ALBA",NA
4258,"LUNATIA TRISERIATA","SPOTTED NORTHERN MOONTAIL",NA
4259,"CALLIOSTOMA OCCIDENTALE","CALLIOSTOMA OCCIDENTALE",NA
4260,"AMAUROPSIS ISLANDICA","AMAUROPSIS ISLANDICA",NA
4300,"BIVALVIA C.","BIVALVIA C.",NA
4301,"ENSIS DIRECTUS","RAZOR SHELL CLAM",NA
4302,"THYASIRA SP.","THYASIRA SP.",NA
4303,"TELLINA SP.","TELLINA SP.",NA
4304,"ARCTICA ISLANDICA","OCEAN QUAHAUG",607
4305,"PANDORA GOULDIANA","PANDORA GOULDIANA",NA
4306,"CUSPIDARIA GLACIALIS","GLACIER DIPPER SHELL",NA
4307,"ASTARTE UNDATA","ASTARTE UNDATA",NA
4308,"NUCULA SP.","NUCULA SP.",NA
4309,"MYA TRUNCATA","MYA TRUNCATA",NA
4310,"PROTOBRANCHIA, HETERODONTA","CLAMS (NS)",609
4311,"VENUS MERCENARIA (OBSOLETE)","QUAHAUG",NA
4312,"CYRTODARIA SILIQUA","BANK CLAM",605
4313,"MACOMA SP.","MACOMA SP.",NA
4314,"PITAR MORRHUANA","MORRHUA VENUSNA",NA
4315,"SILIQUA SP.","RAZOR CLAM",NA
4316,"ASTARTE SP.","ASTARTE SP.",NA
4317,"SPISULA SOLIDISSIMA","BAR,SURF CLAM",600
4318,"MYA ARENARIA","SOFT SHELL CLAM",601
4319,"HIATELLA ARCTICA","SOFT SHELL OR LONG NECK CLAM",NA
4320,"PECTINIDAE F.","SCALLOPS",618
4321,"PLACOPECTEN MAGELLANICUS","SEA SCALLOP",612
4322,"CHLAMYS ISLANDICA","ICELAND SCALLOP",617
4323,"MERCENARIA MERCENARIA","HARD CLAM",741
4324,"ARGOPECTEN IRRADIANS","BAY SCALLOP",NA
4325,"ARGOPECTEN GIBBUS","CALICO SCALLOP",NA
4326,"CRASSOSTREA VIRGINICA","AMERICAN CUPPED OYSTER",NA
4327,"CYRTODARIA SP.","CYRTODARIA SP.",NA
4328,"ANOMIIDAE F.","ANOMIIDAE F.",NA
4329,"VENERIDAE F.","VENERIDAE F.",NA
4330,"MYTILIDAE F.","MUSSELS (NS)",NA
4331,"MYTILUS EDULIS","COMMON MUSSELS",NA
4332,"MODIOLUS MODIOLUS","HORSE MUSSELS",NA
4333,"THYASIRIDAE F.","THYASIRIDAE F.",NA
4334,"MUSCULUS NIGER","MUSCULUS NIGER",NA
4335,"STROMBUS AND BUSYCON SP.","CONCHS",NA
4336,"AEQUIPECTEN GLYPTUS","AEQUIPECTEN GLYPTUS",NA
4337,"BATHYARCA PECTUNCULOIDES","BATHYARCA PECTUNCULOIDES",NA
4338,"ASTARTE CASTANEA","ASTARTE CASTANEA",NA
4339,"BATHYARCA SP.","BATHYARCA SP.",NA
4340,"CARDIIDAE F.","COCKLES",616
4341,"CARDIUM SP.","CARDIUM SP.",NA
4342,"CLINOCARDIUM CILIATUM","ICELAND COCKLE",NA
4343,"SERRIPES GROENLANDICUS","GREENLAND COCKLE",NA
4344,"VENERICARDIA BOREALIS","HEART SHELL",NA
4345,"CERASTODERMA PINNULATUM","NORTHERN DWARF COCKLE",NA
4346,"SOLEMYA BOREALIS","SOLEMYA BOREALIS",NA
4347,"LIMATULA SP.","LIMATULA SP.",NA
4349,"PECTINIDAE SHELLS","SCALLOP SHELLS",NA
4350,"NUCULIDAE F.","NUT SHELLS",NA
4351,"NUCULANA SP.","NUCULANA SP.",NA
4352,"NUCULANA TENUISULCATA","THIN NUT CLAM",NA
4353,"NUCULANA BUCCATA","NUCULANA BUCCATA",NA
4354,"YOLDIA SP.","YOLDIA SP.",NA
4355,"MACTROMERIS POLYNYMA","STIMPSON'S SURF CLAM, ARCTIC SURF CLAM",608
4356,"YOLDIA SAPOTILLA","YOLDIA SAPOTILLA",NA
4360,"NUCULANIDAE F.","NUCULANIDAE F.",NA
4361,"NUCULA  TENUIS","NUCULA  TENUIS",NA
4370,"TELLINIDAE F.","TELLINIDAE F.",NA
4380,"ANOMIA SIMPLEX","ANOMIA SIMPLEX",NA
4381,"ANOMIA SP.","ANOMIA SP.",NA
4390,"BLOOK ARK","BLOOK ARK",NA
4400,"NUDIBRANCHIA O.","SEA SLUGS",NA
4410,"DENDRONOTUS SP.","BUSHY BACKSLUG",NA
4420,"AEOLIDIA SP.","PLUMED SEASLUG",NA
4430,"CYLICHNIDAE F.","CANOE SHELLS",NA
4431,"SCAPHANDER PUNCTOSTRIATUS","GIANT CANOE BUBBLE",NA
4500,"CEPHALOPODA C.","CEPHALOPODA C.",NA
4501,"TEUTHOIDEA O.","TEUTHOIDEA O.",NA
4502,"MYOPSIDA S.O.","MYOPSIDA S.O.",NA
4503,"OEGOPSIDA S.O.","OEGOPSIDA S.O.",NA
4504,"SEPIOIDEA O.","SEPIOIDEA O.",NA
4510,"OMMASTREPHIDAE F.","OMMASTREPHIDAE F.",NA
4511,"ILLEX ILLECEBROSUS","SHORT-FIN SQUID",NA
4512,"LOLIGO PEALEII","LONGFIN SQUID, LONGFIN INSHORE SQUID",NA
4513,"OMMASTREPHES SP.","OMMASTREPHES SP.",NA
4514,"LOLIGINIDAE,OMMASTREPHIDAE F.","SQUID (NS)",NA
4515,"ILLEX SP.","ILLEX SP.",NA
4516,"OMMASTREPHINAE S.F.","OMMASTREPHINAE S.F.",NA
4517,"ORNITHOTEUTHIS SP.","ORNITHOTEUTHIS SP.",NA
4518,"OMMASTREPHES BARTRAMI","OMMASTREPHES BARTRAMI",NA
4519,"OMMASTREPHES PTEROPSUS","OMMASTREPHES PTEROPSUS",NA
4520,"INCIRRINA S.O.","OCTOPUS",NA
4521,"OCTOPODA O.","OCTOPUS",NA
4522,"SEMIROSSIA TENERA","SEMIROSSIA TENERA",NA
4523,"ROSSIA HYATTI (OBSOLETE)","ROSSIA HYATTI",NA
4524,"BATHYPOLYPUS ARCTICUS","BATHYPOLYPUS ARCTICUS",NA
4525,"ROSSIA PALPEBROSA","ROSSIA PALPEBROSA",NA
4526,"ROSSIA MEGAPTERA","ROSSIA MEGAPTERA",NA
4527,"STAUROTEUTHIDAE F.","STAUROTEUTHIDAE F.",NA
4528,"BOLITAENIDAE F.","BOLITAENIDAE F.",NA
4529,"OCTOPODIDAE F.","OCTOPODIDAE F.",NA
4530,"TREMOCTOPODIDAE F.","TREMOCTOPODIDAE F.",NA
4531,"ARGONAUTA ARGO","PAPER NAUTILUS",NA
4532,"ARGONAUTIDAE F.","ARGONAUTIDAE F.",NA
4533,"ALLOPOSIDAE F.","ALLOPOSIDAE F.",NA
4534,"OCYTHOIDAE F.","OCYTHOIDAE F.",NA
4535,"VAMPYROTEUTHIDAE F.","VAMPYROTEUTHIDAE F.",NA
4536,"SEPIOLODAE F.","SEPIOLIDAE F.",NA
4537,"HETEROTEUTHINAE S.F.","HETEROTEUTHINAE S.F.",NA
4538,"HETEROTEUTHIS DISPAR","HETEROTEUTHIS DISPAR",NA
4539,"SPIRULIDAE F.","SPIRULIDAE F.",NA
4540,"LOLIGINIDAE F.","LOLIGINIDAE F.",NA
4541,"LOLIGO SP.","LOLIGO SP.",NA
4542,"LYCOTEUTHIDAE F.","LYCOTEUTHIDAE F.",NA
4543,"LAMPADIOTEUTHIS SP.","LAMPADIOTEUTHIS SP.",NA
4544,"SELENOTEUTHIS SP.","SELENOTEUTHIS SP.",NA
4545,"ENOPLOTEUTHIDAE F.","ENOPLOTEUTHIDAE F.",NA
4546,"ENOPLOTEUTHINAE S.F.","ENOPLOTEUTHINAE S.F.",NA
4547,"ENOPLOTEUTHIS SP.","ENOPLOTEUTHIS SP.",NA
4548,"ENOPLOTEUTHIS ANAPSIS","ENOPLOTEUTHIS ANAPSIS",NA
4549,"ENOPLOTEUTHIS LEPTURA","ENOPLOTEUTHIS LEPTURA",NA
4550,"ABRALIA SP.","ABRALIA SP.",NA
4551,"ABRALIA REDFIELDI","ABRALIA REDFIELDI",NA
4552,"ABRALIA VERANYI","ABRALIA VERANYI",NA
4553,"ABRALIOPSIS SP.","ABRALIOPSIS SP.",NA
4554,"ABRALIOPSIS PFEFFERI","ABRALIOPSIS PFEFFERI",NA
4556,"ANCISTROCHEIRINAE S.F.","ANCISTROCHEIRINAE S.F.",NA
4557,"THELIDIOTEUTHIS SP.","THELIDIOTEUTHIS SP.",NA
4558,"PYROTEUTHINAE S.F.","PYROTEUTHINAE S.F.",NA
4559,"PTERYGIOTEUTHIS SP.","PTERYGIOTEUTHIS SP.",NA
4560,"PYROTEUTHIS SP.","PYROTEUTHIS SP.",NA
4561,"OCTOPOTEUTHIDAE F.","OCTOPOTEUTHIDAE F.",NA
4562,"OCTOPOTEUTHIS SP.","OCTOPOTEUTHIS SP.",NA
4563,"ONYCHOTEUTHIDAE F.","ONYCHOTEUTHIDAE F.",NA
4564,"ONYCHOTEUTHIS SP.","ONYCHOTEUTHIS SP.",NA
4565,"ONYKIA SP.","ONYKIA SP.",NA
4566,"CHIROTEUTHIDAE F.","CHIROTEUTHIDAE F.",NA
4567,"CHIROTEUTHIS SP.","CHIROTEUTHIS SP.",NA
4568,"GONATIDAE F.","GONATIDAE F.",NA
4569,"GONATUS SP.","GONATUS SP.",NA
4570,"LEPIDOTEUTHIDAE F.","LEPIDOTEUTHIDAE F.",NA
4571,"TETRONYCHOTEUTHIS SP.","TETRONYCHOTEUTHIS SP.",NA
4572,"PHOLIDOTEUTHIS SP.","PHOLIDOTEUTHIS SP.",NA
4573,"ARCHITEUTHIDAE F.","ARCHITEUTHIDAE F.",NA
4574,"HISTIOTEUTHIDAE F.","HISTIOTEUTHIDAE F.",NA
4575,"HISTIOTEUTHIS BONNELLII","HISTIOTEUTHIS BONNELLII",NA
4576,"HISTIOTEUTHIS CELETARIA CELETARIA","HISTIOTEUTHIS CELETARIA CELETARIA",NA
4577,"HISTIOTEUTHIS CORONA CORONA","HISTIOTEUTHIS CORONA CORONA",NA
4578,"HISTIOTEUTHIS DOFLEINI","HISTIOTEUTHIS DOFLEINI",NA
4579,"HISTIOTEUTHIS ELONGATA","HISTIOTEUTHIS ELONGATA",NA
4580,"HISTIOTEUTHIS REVERSA","HISTIOTEUTHIS REVERSA",NA
4581,"BATHYTEUTHIDAE F.","BATHYTEUTHIDAE F.",NA
4582,"CTENOPTERYX SP.","CTENOPTERYX SP.",NA
4583,"BRACHIOTEUTHIS SP.","BRACHIOTEUTHIS SP.",NA
4584,"MASTIGOTEUTHIS SP.","MASTIGOTEUTHIS SP.",NA
4585,"CRANCHIIDAE F.","CRANCHIIDAE F.",NA
4586,"CRANCHIINAE S.F.","CRANCHIINAE S.F.",NA
4587,"CRANCHIA SP.","CRANCHIA SP.",NA
4588,"LEACHIA SP.","LEACHIA SP.",NA
4589,"LIOCRANCHIA SP.","LIOCRANCHIA SP.",NA
4590,"TAONIINAE S.F.","TAONIINAE S.F.",NA
4591,"TAONIUS SP.","TAONIUS SP.",NA
4592,"TEUTHOWENIA SP.","TEUTHOWENIA SP.",NA
4593,"GALITEUTHIS SP.","GALITEUTHIS SP.",NA
4594,"HELICOCRANCHIA SP.","HELICOCRANCHIA SP.",NA
4595,"MEGALOCRANCHIA SP.","MEGALOCRANCHIA SP.",NA
4596,"EGEA SP.","EGEA SP.",NA
4600,"PTEROPODA","SEA BUTTERFLIES",NA
4611,"CLIONE LIMACINA","CLIONE LIMACINA",NA
4621,"LIMACINA HELICINA","HELOCID PTEROPOD",NA
4622,"LIMACINA RETROVERSA","SHELLED SEA BUTTERFLY",NA
4700,"POLYPLACOPHORA C.","CHITONS",NA
4711,"AMICULA VESTITA","AMICULA VESTITA",NA
4712,"ISCHNOCHITON SP.","ISCHNOCHITON SP.",NA
4713,"TONICELLA RUBRA","RED NORTHERN CHITON",NA
4714,"LEPIDOPLEURUS CANCELLATUS","ARCTIC CANCELLATE CHITON",NA
4720,"CHAETODERMA SP.","CHAETODERMA SP.",NA
4997,"OPERCULUM","OPERCULUM",NA
4998,"SQUID BEAKS","SQUID BEAKS",NA
4999,"MOLLUSC REMAINS","MOLLUSC REMAINS",NA
5000,"CHAETOGNATHA P.","ARROW WORMS",NA
5011,"SAGITTA ELEGANS","SAGITTA ELEGANS",NA
5012,"SAGITTA SP.","ARROW WORMS",NA
5100,"PYCNOGONIDA S.P.","SEA SPIDER",NA
5101,"PYCNOGONIDAE O.","PYCNOGONIDAE O.",NA
5102,"PYCNOGONUM LITTORALE","ANEMONE SEA SPIDER",NA
5200,"ARCHAEOGASTROPODA O.","LIMPET (NS)",NA
5201,"CRUCIBULUM STRIATUM","CUP AND SAUCER LIMPET",NA
5300,"PLATYHELMINTHES","PLATYHELMINTHES",NA
5500,"RHYNCHOCOELA P.","RHYNCHOCOELA P.",NA
6000,"ECHINODERMATA P.","SPINY SKINNED ANIMALS",NA
6006,"BATHYNECTES SUPERBUS","PORTUNID CRABS",NA
6100,"ASTEROIDEA S.C.","ASTEROIDEA S.C.",NA
6110,"ASTERIAS SP.","ASTERIAS SP.",NA
6111,"ASTERIAS VULGARIS","PURPLE STARFISH",NA
6113,"LEPTASTERIAS POLARIS","LEPTASTERIAS POLARIS",NA
6115,"CTENODISCUS CRISPATUS","MUD STAR",NA
6117,"HIPPASTERIA PHRYGIANA","HIPPASTERIA PHRYGIANA",NA
6119,"HENRICIA SANGUINOLENTA","BLOOD STAR",NA
6121,"SOLASTER ENDECA","PURPLE SUNSTAR",NA
6123,"SOLASTER PAPPOSUS","SUN STAR",NA
6125,"PTERASTER MILITARIS","PTERASTER MILITARIS",NA
6127,"PENTAGONASTER TOSIA","PENTAGONASTER TOSIA",NA
6128,"PSILASTER ARCHASTER","PSILASTER ARCHASTER",NA
6129,"PORANIOMORPHA HISPIDA","PORANIOMORPHA HISPIDA",NA
6130,"PORANIOMORPHA BOREALIS","PORANIOMORPHA BOREALIS",NA
6131,"DIPLOPTERASTER MULTIPES","DIPLOPTERASTER MULTIPES",NA
6132,"LEPTASTERIAS MULLERI","MULLER'S STARFISH",NA
6133,"PONTASTER SP.","PONTASTER SP.",NA
6134,"LEPTASTERIAS TENERA","SLENDER ARMED SEA STAR",NA
6135,"ASTROTECTEN DUPLICATUS","ASTROTECTEN DUPLICATUS",NA
6200,"OPHIUROIDEA S.C.","BRITTLE STAR",NA
6211,"OPHIOPHOLIS ACULEATA","DAISY",NA
6212,"OPHIURA SP.","OPHIURA SP.",NA
6213,"OPHIURA SARSI","OPHIURA SARSI",NA
6215,"OPHIURA ROBUSTA","OPHIURA ROBUSTA",NA
6217,"STEGOPHIURA NODOSA","STEGOPHIURA NODOSA",NA
6300,"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.","BASKET STARS",NA
6309,"GORGONOCEPHALIDA F.","GORGONOCEPHALIDA F.",NA
6310,"GORGONOCEPHALUS SP.","GORGONOCEPHALUS SP.",NA
6397,"ECHINOIDEA C.","SAND DOLLARS,URCHINS (NS)",NA
6400,"STRONGYLOCENTROTUS SP.","SEA URCHINS",650
6411,"STRONGYLOCENTROTUS DROEBACHIENSIS","STRONGYLOCENTROTUS DROEBACHIENSIS",NA
6412,"STRONGYLOCENTROTUS ECHINOIDES","STRONGYLOCENTROTUS ECHINOIDES",NA
6413,"BRISASTER FRAGILIS","HEART URCHIN",NA
6420,"ARABACIA SP.","ARABACIA SP.",NA
6421,"ARBACIA PUNCTULATA","PURPLE-SPINED SEA URCHIN",NA
6500,"CLYPEASTEROIDA O.","SAND DOLLARS",NA
6511,"ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",NA
6600,"HOLOTHUROIDEA C.","SEA CUCUMBERS",619
6611,"CUCUMARIA FRONDOSA","CUCUMARIA FRONDOSA",NA
6700,"PSOLUSES,THYONES,ETC. (NS)","PSOLUSES,THYONES,ETC. (NS)",NA
6705,"PHYLLOPHORIDAE F.","PHYLLOPHORIDAE F.",NA
6710,"PSOLUS SP.","PSOLUS SP.",NA
6711,"HAVELOCKIA SCABRA","HAVELOCKIA SCABRA",NA
6712,"THYONE UNISEMITA","THYONE UNISEMITA",NA
6713,"PSOLUS FABRICII","SCARLETT PSOLUS",NA
6714,"THYONE SP.","THYONE SP.",NA
6715,"PSOLUS PHANTAPUS","PSOLUS PHANTAPUS",NA
6716,"DUASMODACTYLA COMMUNE","DUASMODACTYLA COMMUNE",NA
6717,"CAUDINA ARENATA","CAUDINA ARENATA",NA
6718,"MOLPADIA SP.","MOLPADIA SP.",NA
6719,"CHIRIDOTA LAEVIS","CHIRIDOTA LAEVIS",NA
6720,"MOLPADIA MUSCULUS","MOLPADIA MUSCULUS",NA
6801,"ECHINOCARDIUM CORDATUM","ECHINOCARDIUM CORDATUM",NA
6900,"CRINOIDEA C.","SEA LILIES",NA
6999,"ECHINODERM REMAINS","ECHINODERM REMAINS",NA
7000,"PARASITES,ROUND WORMS","PARASITES,ROUND WORMS",NA
7001,"RESERVED","COD/HADDOCK/POLLOCK",NA
7002,"RESERVED","SILVERHAKE/SQUID/ARGENTINE",NA
7003,"RESERVED","RESERVED",NA
7004,"RESERVED","RESERVED",NA
7005,"RESERVED","RESERVED",NA
7006,"RESERVED","RESERVED",NA
7007,"RESERVED","RESERVED",NA
7008,"RESERVED","RESERVED",NA
7009,"RESERVED","RESERVED",NA
7010,"RESERVED","FSRS - ECO - AT SEA SAMPLING",NA
7011,"RESERVED","FSRS - ECO - FISHERY INDEPENDENT",NA
7012,"RESERVED","RESERVED",NA
7013,"RESERVED","RESERVED",NA
7014,"RESERVED","RESERVED",NA
7015,"RESERVED","RESERVED",NA
7016,"RESERVED","RESERVED",NA
7017,"RESERVED","RESERVED",NA
7018,"RESERVED","RESERVED",NA
7019,"RESERVED","RESERVED",NA
7020,"RESERVED","RESERVED",NA
7021,"RESERVED","RESERVED",NA
7022,"RESERVED","RESERVED",NA
7023,"RESERVED","RESERVED",NA
7024,"RESERVED","RESERVED",NA
7025,"RESERVED","RESERVED",NA
7026,"RESERVED","RESERVED",NA
7027,"RESERVED","RESERVED",NA
7028,"RESERVED","RESERVED",NA
7029,"RESERVED","RESERVED",NA
7030,"RESERVED","RESERVED",NA
7031,"RESERVED","RESERVED",NA
7032,"RESERVED","RESERVED",NA
7033,"RESERVED","RESERVED",NA
7034,"RESERVED","RESERVED",NA
7035,"RESERVED","RESERVED",NA
7036,"RESERVED","RESERVED",NA
7037,"RESERVED","RESERVED",NA
7038,"RESERVED","RESERVED",NA
7039,"RESERVED","RESERVED",NA
7040,"RESERVED","RESERVED",NA
7041,"RESERVED","RESERVED",NA
7042,"RESERVED","RESERVED",NA
7043,"RESERVED","RESERVED",NA
7044,"RESERVED","RESERVED",NA
7045,"RESERVED","RESERVED",NA
7046,"RESERVED","RESERVED",NA
7047,"RESERVED","RESERVED",NA
7048,"RESERVED","RESERVED",NA
7049,"RESERVED","RESERVED",NA
7050,"RESERVED","4VSW SENTINAL SURVEY",NA
7051,"RESERVED","4X MOBILE GEAR SURVEY",NA
7052,"RESERVED","4VN SENTINAL SURVEY",NA
7053,"RESERVED","4VWX MONKFISH SURVEY",NA
7054,"RESERVED","4VWX SKATE SURVEY",NA
7055,"RESERVED","5Z FIXED GEAR SURVEY",NA
7056,"RESERVED","RESERVED",NA
7057,"RESERVED","RESERVED",NA
7058,"RESERVED","RESERVED",NA
7059,"RESERVED","RESERVED",NA
7060,"RESERVED","RESERVED",NA
7061,"RESERVED","RESERVED",NA
7062,"RESERVED","RESERVED",NA
7063,"RESERVED","RESERVED",NA
7064,"RESERVED","RESERVED",NA
7065,"RESERVED","RESERVED",NA
7066,"RESERVED","RESERVED",NA
7067,"RESERVED","RESERVED",NA
7068,"RESERVED","RESERVED",NA
7069,"RESERVED","RESERVED",NA
7070,"RESERVED","RESERVED",NA
7071,"RESERVED","RESERVED",NA
7072,"RESERVED","RESERVED",NA
7073,"RESERVED","RESERVED",NA
7074,"RESERVED","RESERVED",NA
7075,"RESERVED","RESERVED",NA
7076,"RESERVED","RESERVED",NA
7077,"RESERVED","RESERVED",NA
7078,"RESERVED","RESERVED",NA
7079,"RESERVED","RESERVED",NA
7080,"RESERVED","RESERVED",NA
7081,"RESERVED","RESERVED",NA
7082,"RESERVED","RESERVED",NA
7083,"RESERVED","RESERVED",NA
7084,"RESERVED","RESERVED",NA
7085,"RESERVED","RESERVED",NA
7086,"RESERVED","RESERVED",NA
7087,"RESERVED","RESERVED",NA
7088,"RESERVED","RESERVED",NA
7089,"RESERVED","RESERVED",NA
7090,"RESERVED","RESERVED",NA
7091,"RESERVED","RESERVED",NA
7092,"RESERVED","RESERVED",NA
7093,"RESERVED","RESERVED",NA
7094,"RESERVED","RESERVED",NA
7095,"RESERVED","RESERVED",NA
