SPECCD_ID,SCIENTIFIC,COMMON,MARFIS_CODE,MARFIS_COMM,,SPECIES_CODE,SPECIES_NAME,,,,,
944,TRACHINOTUS FALCATUS,PERMIT,,,,,,,,,,
945,PHORONIDAE,PHORONIDAE,,,,,,,,,,
946,LUMPENUS  SP.,BLENNIES (NS),,,,,,,,,,
947,APRISTURUS LAURUSSONI,APRISTURUS LAURUSSONI,,,,,,,,,,
948,ASTRONESTHES  SP.(RICHARDSONI?),"DRAGONFISH,SCALED (NS)",,,,,,,,,,
949,BOROSTOMIAS  SP.,"DRAGONFISH,BIGHEAD (NS)",,,,,,,,,,
950,OTOPHIDIUM OMOSTIGMUM,POLKA-DOT CUSK-EEL,,,,,,,,,,
951,STROMATEOIDEI (SUBORDER),RUFFS (NS),,,,,,,,,,
952,BROTULINAE,BROTULIDS (NS),,,,,,,,,,
953,CARAPID SP.,CARAPID SP.,,,,,,,,,,
954,GONOSTOMA DENUDATUM,ANGLEMOUTH (NS),,,,,,,,,,
955,MELANOCETUS MURRAYI,MELANOCETUS MURRAYI,,,,,,,,,,
956,MELANOSTOMIAS MELANOPS,MELANOSTOMIAS MELANOPS,,,,,,,,,,
957,PHOTONECTES BRAUERI,PHOTONECTES BRAUERI,,,,,,,,,,
958,TARACTES SP.,TARACTES SP.,,,,,,,,,,
959,ULTIMOSTOMIAS MIRABILIS,ULTIMOSTOMIAS MIRABILIS,,,,,,,,,,
960,CARANX SP.,CARANX SP.,,,,,,,,,,
961,SEARSIID SP.,TUBE SHOUDERS,,,,,,,,,,
962,DANAPHRYNE NIGRIFILIS,DANAPHRYNE NIGRIFILIS,,,,,,,,,,
963,ROULEINA MADERENSIS,SMOOTHHEAD,,,,,,,,,,
964,EUSTOMIAS POLYASTER,EUSTOMIAS POLYASTER,,,,,,,,,,
965,CARCHARHINUS LIMBATUS,BALCKTIP SHARK,,,,,,,,,,
966,ASTRONESTHIDAE,"DRAGONFISHES,BIGHEAD",,,,,,,,,,
967,RAJA GARMANI,"SKATE,ROSETTE",,,,,,,,,,
968,ALEPOCEPHALIDAE,SMOOTHHEADS (NS),,,,,,,,,,
969,RAJA LENTIGINOSA,FRECKLED SKATE,,,,,,,,,,
970,EUSTOMIAS SP.,EUSTOMIAS SP.,,,,,,,,,,
971,CHIASMODONTIDAE,SWALLOWERS (NS),,,,,,,,,,
972,LEPOPHIDIUM SP.,LEPOPHIDIUM SP.,,,,,,,,,,
973,EUSTOMIAS ACINOSUS,EUSTOMIAS ACINOSUS,,,,,,,,,,
974,MELAMPHAES EULEPIS,MELAMPHAES EULEPIS,,,,,,,,,,
975,MELAMPHAES LONGIVELIS,MELAMPHAES LONGIVELIS,,,,,,,,,,
976,MELAMPHAES POLYLEPIS,MELAMPHAES POLYLEPIS,,,,,,,,,,
977,LAMPANYCTUS TENUIFORMIS,LAMPANYCTUS TENUIFORMIS,,,,,,,,,,
978,LEPTOSTOMIAS HAPLOCAVLUS,LEPTOSTOMIAS HAPLOCAVLUS,,,,,,,,,,
979,ALEPOCEPHALUS SP.,ALEPOCEPHALUS SP.,,,,,,,,,,
980,SALMONIDAE F.,"SALMON,TROUTS,ETC.",,,,,,,,,,
981,BREVIRAJA MARKLEI,BREVIRAJA MARKLEI,,,,,,,,,,
982,SELAR BOOPS,OX-EYE SCAD,,,,,,,,,,
983,APRISTURUS SP.,APRISTURUS SP.,,,,,,,,,,
984,THYSANACTIS DENTEX,THYSANACTIS DENTEX,,,,,,,,,,
985,ARISTOSTOMIAS GRIMALDI,ARISTOSTOMIAS GRIMALDI,,,,,,,,,,
986,ASTRONESTHES CYCLOPHOTUS,ASTRONESTHES CYCLOPHOTUS,,,,,,,,,,
987,MELANOSTOMIAS TENTACULATUS,MELANOSTOMIAS TENTACULATUS,,,,,,,,,,
988,EUSTOMIAS MACRONEMA,EUSTOMIAS MACRONEMA,,,,,,,,,,
989,GONIOPLECTRUS SP.,GONIOPLECTRUS SP.,,,,,,,,,,
990,SYNODONTIS SP.,SYNODONTIS SP.,,,,,,,,,,
991,BATHOPHILUS DIGITATUS,BATHOPHILUS DIGITATUS,,,,,,,,,,
992,MELAMPHAES SIMUS,MELAMPHAES SIMUS,,,,,,,,,,
993,DYSALOTUS ALCOCKI,DYSALOTUS ALCOCKI,,,,,,,,,,
994,TRACHURUS SP.,TRACHURUS SP.,,,,,,,,,,
995,BRAMIDAE,BRAMIDAE,,,,,,,,,,
996,ONEIRODES EPITHALES,ONEIRODES EPITHALES,,,,,,,,,,
997,PHYLLORHINICHTHYS MICRACTIS,ANGLER,,,,,,,,,,
998,NEMATONURUS ARMATUS,ARMOURED GRENADIER,,,,,,,,,,
999,MEGAPTERA NOVAEANGLIAE,HUMPBACK WHALE,,,,,,,,,,
1000,CARCHARHINUS ALTIMUS,BIGNOSE SHARK,,,,,,,,,,
1001,SPHYRNA MOKARRAN,GREAT HAMMERHEAD SHARK,,,,,,,,,,
1002,ALOPIAS SUPERCILIOSUS,BIGEYE THRESHER SHARK,,,,,,,,,,
1003,CARCHARHINUS SIGNATUS,NIGHT SHARK,,,,,,,,,,
1004,GALEOCERDO CUVIER,TIGER SHARK,374,"SHARK, TIGER",,,,,,,,
1005,ISURUS PAUCUS,LONGFIN MAKO,,,,,,,,,,
1006,HOPLOSTETHUS ATLANTICUS,ORANGE ROUGHY,,,,,,,,,,
1007,BATHYRAJA RICHARDSONI,BATHYRAJA RICHARDSONI,,,,,,,,,,
1008,BATHYROCETES MICROLEPS,BATHYROCETES MICROLEPS,,,,,,,,,,
1009,HALOSAURIDAE,HALOSAURIDAE,,,,,,,,,,
1010,HALOSAUROPSIS SPP.,HALOSAUROPSIS SPP.,,,,,,,,,,
1011,HALOSAUROPSIS MARCROCHIS,HALOSAUROPSIS MARCROCHIS,,,,,,,,,,
1012,LAENOMENA SP.,LAENOMENA SP.,,,,,,,,,,
1013,NEZUMIA SP.,NEZUMIA SP.,,,,,,,,,,
1014,NEZUMIA LONGBARBATUS,NEZUMIA LONGBARBATUS,,,,,,,,,,
1015,NEZUMIA SCLERORHYUCHUS,NEZUMIA SCLERORHYUCHUS,,,,,,,,,,
1016,RHODICHTHYS SPP.,RHODICHTHYS SPP.,,,,,,,,,,
1017,ROULEINA ATTRITA,ROULEINA ATTRITA,,,,,,,,,,
1018,SPECTRUNCULUS GRANDIS,CUSK EEL,,,,,,,,,,
1019,VENEFICA PROCERA,NETTASTOMID EEL,,,,,,,,,,
1020,SQUATINA DUMERILI,ATLANTIC ANGEL SHARK,,,,,,,,,,
1021,BATHYRAJA RICHARDSONI,RICHARDSON'S RAY,,,,,,,,,,
1022,BREVIRAJA SP.,BREVIRAJA SP.,,,,,,,,,,
1023,BREVIRAJA PLUTONIA,BREVIRAJA PLUTONIA,,,,,,,,,,
1024,ILOPHIS SP.,ILOPHIS SP.,,,,,,,,,,
1025,VENEFICA PROCERA,VENEFICA PROCERA,,,,,,,,,,
1026,NOTACANTHIFORMES,NOTACANTHIFORMES,,,,,,,,,,
1027,HALOSAUROPSIS SP.,HALOSAUROPSIS SP.,,,,,,,,,,
1028,HALOSAUROPSIS MACROCHIR,HALOSAUROPSIS MACROCHIR,,,,,,,,,,
1029,ADROVANDIA SP,ADROVANDIA SP,,,,,,,,,,
1030,ADROVANDIA AFFINIS,ADROVANDIA AFFINIS,,,,,,,,,,
1031,BATHYTROCETES SP.,BATHYTROCETES SP.,,,,,,,,,,
1032,BATHYTROCETES MICROLEPIS,BATHYTROCETES MICROLEPIS,,,,,,,,,,
1033,BELLOCIA SP.,BELLOCIA SP.,,,,,,,,,,
1034,NARCETES SP.,NARCETES SP.,,,,,,,,,,
1035,NARCETES STOMIAS,NARCETES STOMIAS,,,,,,,,,,
1036,HOLTBRYRNIA SP.,HOLTBRYRNIA SP.,,,,,,,,,,
1037,BATHYPTEROIS SP.,BATHYPTEROIS SP.,,,,,,,,,,
1038,BATHYPTEROIS GRALLATOR,BATHYPTEROIS GRALLATOR,,,,,,,,,,
1039,BATHYPTEROIS LONGIPES,BATHYPTEROIS LONGIPES,,,,,,,,,,
1040,BATHYPTYPHLOPS MARIONAE,BATHYPTYPHLOPS MARIONAE,,,,,,,,,,
1041,LAEMONEMA SP.,LAEMONEMA SP.,,,,,,,,,,
1042,CORYPHAENOIDES LEPTOLEPIS,CORYPHAENOIDES LEPTOLEPIS,,,,,,,,,,
1043,NEZUMIA SP.,NEZUMIA SP.,,,,,,,,,,
1044,NEZUMIA LONGIBARBATUS,NEZUMIA LONGIBARBATUS,,,,,,,,,,
1045,NEZUMIA SCLERORYNCHUS,NEZUMIA SCLERORYNCHUS,,,,,,,,,,
1046,SPECTRUNCULUS GRANDIS,SPECTRUNCULUS GRANDIS,,,,,,,,,,
1047,BASSOGIGAS SP.,BASSOGIGAS SP.,,,,,,,,,,
1048,BASSOGIGAS PROFUNDISSIMUS,BASSOGIGAS PROFUNDISSIMUS,,,,,,,,,,
1049,BASSOZETUS TAENIA,BASSOZETUS TAENIA,,,,,,,,,,
1050,NEOCYTTUS HELGAE,BLACK OREO,,,,,,,,,,
1051,BATHYONUS LATICEPS,BATHYONUS LATICEPS,,,,,,,,,,
1052,ROULEINA SP.,ROULEINA SP.,,,,,,,,,,
1053,TRACHYRHYNCHUS SP.,TRACHYRHYNCHUS SP.,,,,,,,,,,
1054,PARALEPIS ATLANTICA KROYER,DUCKBILL BARRACUDINA,,,,,,,,,,
1055,SCOPELARCHIDAE F.,SCOPELARCHIDAE F.,,,,,,,,,,
1056,STEREOMASTIS SCULPTA,STEREOMASTIS SCULPTA,,,,,,,,,,
1059,SPHRAENA BARRACUDA,GREAT BARRACUDA,,,,,,,,,,
1071,SCYLIORHINUS RETIFER,CHAIN CATSHARK,,,,,,,,,,
1079,ATELEOPODIDAE F.,JELLYNOSE FISHES,,,,,,,,,,
1091,NA,UNIDENTIFIED SPECIES,,,,,,,,,,
1092,NA,UNIDENTIFIED SPECIES,,,,,,,,,,
1093,NA,UNIDENTIFIED SPECIES,,,,,,,,,,
1094,NA,UNIDENTIFIED SPECIES,,,,,,,,,,
1095,NA,UNIDENTIFIED SPECIES,,,,,,,,,,
1099,FISH REMAINS,FISH REMAINS,,,,,,,,,,
1100,EGGS UNID.,EGGS UNID.,,,,,,,,,,
1105,TRACHICHTHYIDAE F.,ROUGHIES - UNSPEC.,,,,,,,,,,
1106,HOPLOSTETHUS MEDITERRANEUS,SILVER ROUGHY,,,,,,,,,,
1107,HOPLOSTETHUS OCCIDENTALIS,WESTERN ROUGHY,,,,,,,,,,
1180,ELASMOBRANCH EGG - LIVE,SKATE/SHARK EGG PURSE - LIVE,,,,,,,,,,
1191,LEUCORAJA SP.,SKATE - LITTLE OR WINTER - UNSPEC.,,,,,,,,,,
1192,PURSE DEEPWATER SKATE,PURSE DEEPWATER SKATE,,,,,,,,,,
1193,PURSE FRECKLED SKATE,PURSE FRECKLED SKATE,,,,,,,,,,
1194,PURSE ROSETTE SKATE,PURSE ROSETTE SKATE,,,,,,,,,,
1195,PURSE RAJA BIGELOW SKATE,PURSE RAJA BIGELOW SKATE,,,,,,,,,,
1196,PURSE WHITE SKATE,PURSE WHITE SKATE,,,,,,,,,,
1197,PURSE ABYSSAL SKATE,PURSE ABYSSAL SKATE,,,,,,,,,,
1198,PURSE ARCTIC SKATE,PURSE ARCTIC SKATE,,,,,,,,,,
1199,PURSE BARNDOOR SKATE,PURSE BARNDOOR SKATE,,,,,,,,,,
1200,FISH EGGS-UNIDENTIFIED,FISH EGGS-UNIDENTIFIED,,,,,,,,,,
1201,PURSE THORNY SKATE,PURSE THORNY SKATE,,,,,,,,,,
1202,PURSE SMOOTH SKATE,PURSE SMOOTH SKATE,,,,,,,,,,
1203,PURSE LITTLE SKATE,PURSE LITTLE SKATE,,,,,,,,,,
1204,PURSE WINTER SKATE,PURSE WINTER SKATE,,,,,,,,,,
1205,PURSE SPINYTAIL SKATE,PURSE SPINYTAIL SKATE,,,,,,,,,,
1206,PURSE BRIER SKATE,PURSE BRIER SKATE,,,,,,,,,,
1207,PURSE ROUND SKATE,PURSE ROUND SKATE,,,,,,,,,,
1208,PURSE SOFT SKATE,PURSE SOFT SKATE,,,,,,,,,,
1209,PURSE JENSENS SKATE,PURSE JENSENS SKATE,,,,,,,,,,
1210,GADIDAE F. EGGS,COD FAMILY,,,,,,,,,,
1211,GADUS MORHUA EGGS,COD  EGGS,,,,,,,,,,
1212,MELANOGRAMMUS AEGLEFINUS EGGS,HADDOCK EGGS,,,,,,,,,,
1215,MAUROLICUS MUELLERI EGGS,MULLER'S PEARLSIDES,,,,,,,,,,
1218,"HEMITRIPTERUS AMERICANUS, EGGS","SEA RAVEN, EGGS",,,,,,,,,,
1219,LIOPSETTA PUTNAMI EGGS,SMOOTH FLOUNDER EGGS,,,,,,,,,,
1220,PARALICHTHYS OBLONGUS EGGS,FOURSPOT FLOUNDER EGGS,,,,,,,,,,
1221,CLUPEA HARENGUS EGGS,HERRING EGGS,,,,,,,,,,
1222,HIPPOGLOSSOIDES PLATESSOIDES EGGS,PLAICE EGGS,,,,,,,,,,
1223,SCOMBER SCOMBRUS EGGS,MACKEREL EGGS,,,,,,,,,,
1224,RAJA EGGS,SKATE UNID. EGGS,,,,,,,,,,
1225,CYCLOPTERUS LUMPUS EGGS,LUMPFISH  EGGS,,,,,,,,,,
1226,AMMODYTES EGGS,SAND LANCE EGGS,,,,,,,,,,
1227,GLYPTOCEPHALUS CYNOGLOSSUS EGGS,WITCH  EGGS,,,,,,,,,,
1228,MYOXOCEPHALUS EGGS,SCULPIN EGGS UNID.,,,,,,,,,,
1229,ENCHELYOPUS CIMBRIUS EGGS,F.B. ROCKLING EGGS,,,,,,,,,,
1230,LIMANDA FERRUGINEA EGGS,YELLOWTAIL EGGS,,,,,,,,,,
1231,PLEURONECTIFORME EGGS,UNID. FLATFISH EGGS,,,,,,,,,,
1232,TAUTOGOLABRUS ADSPERSUS EGGS,CUNNER EGGS,,,,,,,,,,
1233,UROPHYCIS TENUIS EGGS,WHITE HAKE EGGS,,,,,,,,,,
1234,PEPRILUS TRIACANTHUS EGGS,BUTTERFISH EGGS,,,,,,,,,,
1235,BROSME BROSME EGGS,CUSK EGGS,,,,,,,,,,
1236,H4B EGGS,HAKE SP./4BROCK/BUTTERFISH/WINDOWPANE,,,,,,,,,,
1237,COD/HADDOCK EGGS,COD/HADDOCK EGGS,,,,,,,,,,
1238,LOPHIUS AMERICANUS EGGS,ANGLER/MONKFISH EGGS,,,,,,,,,,
1239,MERLUCCIUS BILINEARIS EGGS,SILVER HAKE EGGS,,,,,,,,,,
1240,SILVER/L.F.HAKE EGGS,SILVER/L.F.HAKE EGGS,,,,,,,,,,
1241,S/L.F.HAKE/4B ROCK. EGGS,S/L.F.HAKE/4B ROCK. EGGS,,,,,,,,,,
1242,COD/HADDOCK/WITCH EGGS,COD/HADDOCK/WITCH EGGS,,,,,,,,,,
1243,CUSK/MACKEREL EGGS,CUSK/MACKEREL EGGS,,,,,,,,,,
1244,CUNNER/YELLOWTAIL EGGS,CUNNER/YELLOWTAIL EGGS,,,,,,,,,,
1245,MERLUCCIUS ALBIDUS EGGS,OFFSHORE HAKE EGGS,,,,,,,,,,
1246,UROPHYCIS SP. EGGS,HAKE EGGS,,,,,,,,,,
1247,POLLACHIUS VIRENS EGGS,POLLOCK EGGS,,,,,,,,,,
1248,HIPPOGLOSSUS HIPPOGLOSSUS EGGS,ATL HALIBUT EGGS,,,,,,,,,,
1249,SCOPHTHALMUS AQUOSUS EGGS,BRILL-WINDOWPANE EGGS,,,,,,,,,,
1250,CITHARICHTHYS ARCTIFRONS EGGS,GULF STREAM FLOUNDER EGGS,,,,,,,,,,
1251,PARALICHTHYS DENTATUS EGGS,SUMMER FLOUNDER EGGS,,,,,,,,,,
1252,ARGENTINA SILUS EGGS,ARGENTINA SILUS EGGS,,,,,,,,,,
1253,PSEUDOPLEURONECTES AMERICANUS EGGS,WINTER FLOUNDER EGGS,,,,,,,,,,
1260,GONOSTOMATIDAE EGGS,GONOSTOMATIDAE EGGS,,,,,,,,,,
1263,"ENGRAULIDAE, EGGS","ANCHOVY, EGGS",,,,,,,,,,
1295,LIPARIS SP. EGG,UNIDENTIFIED SEASNAIL EGG,,,,,,,,,,
1297,"FISH LARVAE, UNID","FISH LARVAE, UNID",,,,,,,,,,
1300,CRUSTACEA EGGS,CRUSTACEAN EGGS,,,,,,,,,,
1305,INVERTEBRATE EGGS OTHER,INVERTEBRATE EGGS OTHER,,,,,,,,,,
1309,"COPEPODA, EGGS","COPEPODA, EGGS",,,,,,,,,,
1310,DECAPODA EGGS,DECAPOD EGGS,,,,,,,,,,
1311,PANDALID EGGS,PANDALID EGGS,,,,,,,,,,
1312,HYPPOLYTID EGGS,HIPPOLYTID EGGS,,,,,,,,,,
1313,CRAGONID EGGS,CRAGONID EGGS,,,,,,,,,,
1314,CRAB EGGS,CRAB EGGS,,,,,,,,,,
1315,LOBSTER EGGS,LOBSTER EGGS,,,,,,,,,,
1316,HERMIT CRAB EGGS,HERMIT EGGS,,,,,,,,,,
1400,ANNELID EGGS,ANNELID EGGS UNID.,,,,,,,,,,
1410,POLYCHAETA EGGS,POLYCHAETE EGGS UNID.,,,,,,,,,,
1420,APHRODITA ACULEATA EGGS,SEA MOUSE EGGS UNID.,,,,,,,,,,
1430,SIPUNCULA (GEPHYREA) EGGS,GEPHYREANS EGGS UNID.,,,,,,,,,,
1440,NEMATODA EGGS,TUBE WORMS EGGS UNID.,,,,,,,,,,
1500,MOLLUSCA EGGS,MOLLUSC EGGS UNID.,,,,,,,,,,
1510,BUCCINIDAE EGGS,WHELK EGGS (NS),,,,,,,,,,
1511,GASTEROPODA EGGS,SNAIL/SLUG EGGS,,,,,,,,,,
1520,PELECYPODA EGGS,BIVALVE MOLLUS EGGS,,,,,,,,,,
1530,CEPHALOPODA UNID. EGGS,SQUID EGGS,,,,,,,,,,
1600,INVERTEBRATE EGGS,INVERTEBRATE EGGS,,,,,,,,,,
1700,FORAMINIFERA O.,FORAMINIFERA,,,,,,,,,,
1701,MARINE INVERTEBRATA (NS),MARINE INVERTEBRATES (NS),,,,,,,,,,
1725,ALLOGROMIA SP.,ALLOGROMIA SP.,,,,,,,,,,
1750,RADIOLARIDA O.,RADIOLARIDA O.,,,,,,,,,,
1800,PROTOCHORDATA SP.,PROTOCHORDATA SP.,,,,,,,,,,
1810,TUNICATA S.P.,TUNICATA S.P.,,,,,,,,,,
1815,MOLGULIDAE F.,MOLGULIDAE F.,,,,,,,,,,
1820,ASCIDIA SP. ADULT,ADULT ASCIDIANS,,,,,,,,,,
1821,ASCIDIA SP.,SEA SQUIRTS,,,,,,,,,,
1822,DENDRODOA SP.,DENDRODOA SP.,,,,,,,,,,
1823,BOLTENIA SP.,SEA POTATO,,,,,,,,,,
1824,PELONAIA SP.,PELONAIA SP.,,,,,,,,,,
1825,ASCIDIA SP. LARVAL,LARVAL ASCIDIANS,,,,,,,,,,
1826,MOLGULA MANHATTENSIS,SEA GRAPES,,,,,,,,,,
1827,HALOCYNTHIA PYRIFORMIS,SEA PEACH,,,,,,,,,,
1828,AMPHIOXUS SP.,SAND BLISTERS,,,,,,,,,,
1830,LARVACEA C.,LARVACEA C.,,,,,,,,,,
1831,OIKOPLEURA SP.,OIKOPLEURA SP.,,,,,,,,,,
1840,SALPIDAE F.,SALPIDAE F.,,,,,,,,,,
1845,THALIACEA C.,THALIACEA C.,,,,,,,,,,
1900,BRYOZOANS P.,BRYOZOANS P.,,,,,,,,,,
1901,FLUSTRA FOLIACEA,LEMONWEED,,,,,,,,,,
1910,ENTOPROCTA P.,ENTOPROCTA P.,,,,,,,,,,
1920,BRYOZOANS ECTOPROCTA P.,BRYOZOANS ECTOPROCTA,,,,,,,,,,
1930,BRYOZOANS BRACHIOPODA P.,LAMPSHELLS,,,,,,,,,,
1931,RHYNCHONELLA SP.,RHYNCHONELLA SP.,,,,,,,,,,
1932,TEREBRATULINA SP.,TEREBRATULINA SP.,,,,,,,,,,
1940,PHORONIDA,PHORONIDA,,,,,,,,,,
1941,PHORONIDAE,PHORONIDAE,,,,,,,,,,
2000,CRUSTACEA C.,CRUSTACEA C.,,,,,,,,,,
2001,CRUSTACEA LARVAE,CRUSTACEA LARVAE,,,,,,,,,,
2005,CRUSTACEAN REMAINS,CRUSTACEAN REMAINS,,,,,,,,,,
2010,DECAPODA LARVAE,DECAPODA LARVAE,,,,,,,,,,
2100,DECAPODA O.,SHRIMPS,,,,,,,,,,
2200,PANDALIDAE F.,PANDALIDAE F.,,,,,,,,,,
2210,PANDALUS SP.,PANDALUS SP.,,,,,,,,,,
2211,PANDALUS BOREALIS,PANDALUS BOREALIS,702,"SHRIMP, PANDALUS BOREALIS",,,,,,,,
2212,PANDALUS MONTAGUI,PANDALUS MONTAGUI,712,"SHRIMP, PANDALUS MONTAGUI",,,,,,,,
2213,ATLANTOPANDALUS PROPINQVUS,WAS PANDALUS PROPINQUUS,,,,,,,,,,
2214,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS,,,,,,,,,,
2215,DICHELOPANDALUS SP.,DICHELOPANDALUS SP.,,,,,,,,,,
2219,PASIPHAEIDAE F.,PASIPHAEIDAE F.,,,,,,,,,,
2220,PASIPHAEA TARDA,SHRIMP,,,,,,,,,,
2221,PASIPHAEA MULTIDENTATA,PASIPHAEA MULTIDENTATA,,,,,,,,,,
2240,PALAEMONIDAE F.,PALAEMONIDAE F.,,,,,,,,,,
2245,PALAEMONETES VULGARIS,"COMMON SHORE SHRIMP,COMMON PRAWN",,,,,,,,,,
2300,HIPPOLYTIDAE F.,HIPPOLYTIDAE F.,,,,,,,,,,
2309,HIPPOLYTE ZOSTERICOLA,EEL GRASS SHRIMP,,,,,,,,,,
2310,SPIRONTOCARIS SP.,SPIRONTOCARIS,,,,,,,,,,
2311,SPIRONTOCARIS FABRICII (OBSOLETE),SPIRONTOCARIS FABRICI,,,,,,,,,,
2312,LEBBEUS POLARIS,LEBBEUS POLARIS,,,,,,,,,,
2313,SPIRONTOCARIS LILJEBORGII,SPIRONTOCARIS LILJEBORGII,,,,,,,,,,
2314,SPIRONTOCARIS MACILENTA (OBSOLETE),SPIRONTOCARIS MACILENTA,,,,,,,,,,
2315,SPIRONTOCARIS PHIPPSII,SPIRONTOCARIS PHIPPSII,,,,,,,,,,
2316,SPIRONTOCARIS SPINUS,SPIRONTOCARIS SPINUS,,,,,,,,,,
2317,EUALUS PUSIOLUS,EUALUS PUSIOLUS,,,,,,,,,,
2318,CARIDION GORDONI,CARIDION GORDONI,,,,,,,,,,
2319,LEBBEUS GROENLANDICUS,LEBBEUS GROENLANDICUS,,,,,,,,,,
2320,LEBBEUS SP.,LEBBEUS SP.,,,,,,,,,,
2321,LEBBEUS ZEBRA,LEBBEUS ZEBRA,,,,,,,,,,
2330,EUALUS SP.,EUALUS SP.,,,,,,,,,,
2331,EUALUS MACILENTUS,EUALUS MACILENTUS,,,,,,,,,,
2332,EUALUS FABRICII,EUALUS FABRICII,,,,,,,,,,
2333,EUALUS GAIMARDII,EUALUS GAIMARDII,,,,,,,,,,
2350,CLADOCERA O.,CLADOCERA O.,,,,,,,,,,
2351,PODON SP.,PODON SP.,,,,,,,,,,
2352,EVADNE SP.,EVADNE SP.,,,,,,,,,,
2400,CRANGONIDAE F.,CRANGONIDAE   F.,,,,,,,,,,
2401,SNAPPING SHRIMP (OBSOLETE),SNAPPING SHRIMP,,,,,,,,,,
2410,ARGIS SP.,ARGIS SP.,,,,,,,,,,
2411,ARGIS DENTATA,ARGIS DENTATA,,,,,,,,,,
2412,PONTOPHILUS BREVIROSTRIS,PONTOPHILUS BREVIROSTRIS,,,,,,,,,,
2413,SCLEROCRANGON SP.,SCLEROCRANGON SP.,,,,,,,,,,
2414,SCLEROCRANGON BOREAS,SCLEROCRANGON BOREAS,,,,,,,,,,
2415,PONTOPHILUS NORVEGICUS,PONTOPHILUS NORVEGICUS,,,,,,,,,,
2416,CRANGON SP.,CRANGON SP.,,,,,,,,,,
2417,CRANGON SEPTEMSPINOSA,CRANGON SEPTEMSPINOSA,,,,,,,,,,
2420,SABINEA SP.,SABINEA SP.,,,,,,,,,,
2421,SABINEA SEPTEMCARINATA,SABINEA SEPTEMCARINATA,,,,,,,,,,
2450,PENAEIDAE F.,PENAEIDAE F.,,,,,,,,,,
2499,SHRIMP-LIKE,SHRIMP-LIKE,,,,,,,,,,
2507,CRAB,CRAB,,,,,,,,,,
2508,CALAPPIDAE F.,CALAPPIDAE F.,,,,,,,,,,
2509,CANCRIDAE F.,CANCER CRAB (NS),,,,,,,,,,
2510,BRACHYURA S.,BRACHIURAN CRABS,,,,,,,,,,
2511,CANCER BOREALIS,JONAH CRAB,703,"CRAB, JONAH",,,,,,,,
2512,CALLINECTES SAPIDUS,BLUE CRAB,,,,,,,,,,
2513,CANCER IRRORATUS,ATLANTIC ROCK CRAB,704,"CRAB, ROCK",,,,,,,,
2514,LIMULUS POLYPHEMUS,HORSESHOE CRAB (AMERICAN),,,,,,,,,,
2515,PORTUNIDAE F.,PORTUNIDAE F.,,,,,,,,,,
2516,CRAB(ANOMURA),CRAB(ANOMURA),,,,,,,,,,
2519,MAJIDAE F.,SPIDER CRAB (NS),,,,,,,,,,
2520,HYAS SP.,"TOAD CRAB,UNIDENT.",,,,,,,,,,
2521,HYAS COARCTATUS,HYAS COARCTATUS,,,,,,,,,,
2522,CHIONOECETES SP. (OBSOLETE),"SPIDER/(QUEEN,SNOW)UNID",,,,,,,,,,
2523,LITHODES MAJA,NORTHERN STONE CRAB,708,"CRAB, STONE",,,,,,,,
2524,CANCER SP.,CANCER SP.,,,,,,,,,,
2525,LITHODES/NEOLITHODES,SPINY CRAB,709,"CRAB, SPINEY",,,,,,,,
2526,CHIONOECETES OPILIO,SNOW CRAB (QUEEN),705,"CRAB, SNOW",,,,,,,,
2527,HYAS ARANEUS,TOAD CRAB,,,,,,,,,,
2528,NEOLITHODES GRIMALDII,PORCUPINE CRAB,710,"CRAB, PORCUPINE",,,,,,,,
2529,CALAPPA MEGALOPS,CALAPPA MEGALOPS,,,,,,,,,,
2531,CARCINUS MAENAS,GREEN CRAB,711,"CRAB, GREEN",,,,,,,,
2532,CHACEON QUINQUEDENS,RED DEEPSEA CRAB,706,"CRAB, RED",,,,,,,,
2533,LYREIDUS BAIRDII,LYREIDUS BAIRDII,,,,,,,,,,
2535,SPIRORBIS SP.,SPIRORBIS SP.,,,,,,,,,,
2536,ERICTHONIUS RUBRICORNIS,ERICTHONIUS RUBRICORNIS,,,,,,,,,,
2537,UNCIOLA IRRORATA,UNCIOLA IRRORATA,,,,,,,,,,
2538,CRAB (OVALIPES SP),CRAB (OVALIPES SP),,,,,,,,,,
2539,OVALIPES OCELLATUS,LADY CRAB,,,,,,,,,,
2540,AXIIDAE F.,AXIIDAE F.,,,,,,,,,,
2541,AXIUS SERRATUS,AXIUS SERRATUS,,,,,,,,,,
2550,HOMARUS AMERICANUS,AMERICAN LOBSTER,700,LOBSTER,,,,,,,,
2551,HOMARUS AMERICANUS LARVAE,LOBSTER LARVAE,,,,,,,,,,
2552,HOMARUS AMERICANUS (SHORT),SHORT LOBSTER,,,,,,,,,,
2553,HOMARUS AMERICANUS (BERRIED),BERRIED LOBSTER,,,,,,,,,,
2554,GALATHEIDAE F.,GALATHEIDAE F.,,,,,,,,,,
2555,MUNIDA IRIS,MUNIDA IRIS,,,,,,,,,,
2556,MUNIDA VALIDA,MUNIDA VALIDA,,,,,,,,,,
2558,PAGURUS POLITUS,PAGURUS POLITUS,,,,,,,,,,
2559,PAGURIDAE F.,HERMIT CRABS,,,,,,,,,,
